phrase,order,sentence_id,language
limited economic sense,adj_noun,newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0054,en
cheap political scoring,adj_noun,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0023,en
many affluent people,adj_noun,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0055,en
new societal trend,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0007,en
new creative project,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0009,en
whole new network,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0017,en
whole new space,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0023,en
whole new start,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0024,en
possible new partnership,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0024,en
usual social advantage,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0034,en
hopeless romantic streak,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0047,en
other important aspect,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0059,en
tight financial bind,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0073,en
whole new peak,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0087,en
whole new view,adj_noun,newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0087,en
mysterious neoplatonic italian painter,adj_noun,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0002,en
portugese jewish doctor,adj_noun,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0046,en
several eminent player,adj_noun,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0070,en
own particular office,adj_noun,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0082,en
incoherent schizophrenic musical exposition,adj_noun,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0017,en
other main puppet,adj_noun,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0018,en
mentioned promotional end,adj_noun,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0027,en
lucky bad musician,adj_noun,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0033,en
little musical quality,adj_noun,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0051,en
many other thousand,adj_noun,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0056,en
other schizophrenic bad musician,adj_noun,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0057,en
real quality musician,adj_noun,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0058,en
twisted moral value,adj_noun,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059,en
corrupt social outline,adj_noun,newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0059,en
possible military strike,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008,en
similar earlier suggestion,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0008,en
fundamentalist shi'ite organization,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0013,en
disgruntled sunni faction,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018,en
little political power,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0018,en
substantial military strength,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024,en
other armored vehicle,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0027,en
only regional military power,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0028,en
significant conventional military threat,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0028,en
small asymmetrical tactic,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0034,en
new anti-ship missile,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0036,en
mountainous iranian coastline,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0039,en
fastest anti-ship weapon,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0043,en
vaunted american military,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0057,en
strongest military force,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0065,en
significant military strength,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0066,en
last several month,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0075,en
american real income,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0093,en
potential economic catastrophe,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0114,en
damaging political news,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0125,en
marvelous political cover,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0128,en
modern american politics,adj_noun,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0133,en
overall worldwide emission,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0011,en
widest possible audience,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0018,en
more special agent,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0058,en
principal civilian member,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0069,en
largest simultaneous protest,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0083,en
actual monthly cost,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0085,en
major chemical facility,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0124,en
total hard money,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0134,en
republican federal judge,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0169,en
republican federal judge,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0170,en
new mental ward,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0177,en
presidential daily briefing,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0198,en
big republican donor,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0204,en
american electoral history,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0207,en
american young adult,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0217,en
american young adult,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0218,en
american young adult,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0219,en
canadian young adult,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0220,en
american young adult,adj_noun,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0221,en
nasty insulting answer,adj_noun,answers-20111108094740AA1lbom_ans-0003,en
lonely eerie place,adj_noun,answers-20111108105559AAkQd38_ans-0001,en
new digital camera,adj_noun,answers-20111108075853AAUIKRQ_ans-0001,en
new digital camera,adj_noun,answers-20111108075853AAUIKRQ_ans-0002,en
wide optical zoom,adj_noun,answers-20111108075853AAUIKRQ_ans-0007,en
few dead pixel,adj_noun,answers-20111108083309AAg9jwT_ans-0012,en
large corporate chain,adj_noun,answers-20111106153454AAgT9Df_ans-0015,en
slow painful death,adj_noun,answers-20111108101816AAdTp9M_ans-0004,en
only humane method,adj_noun,answers-20111108101816AAdTp9M_ans-0008,en
chinese new year,adj_noun,answers-20111108082505AAtbdh9_ans-0005,en
exact same sensor,adj_noun,answers-20111108082505AAtbdh9_ans-0011,en
more unset plaster,adj_noun,answers-20111108085734AATXy0E_ans-0003,en
few big one,adj_noun,answers-20111108072912AAccket_ans-0009,en
good warm blanket,adj_noun,answers-20111107212131AACQ65F_ans-0019,en
typical vietnamese name,adj_noun,answers-20111106035951AADq0Qg_ans-0005,en
many online store,adj_noun,answers-20111108083256AAnI6Wt_ans-0012,en
lovely first anniversary,adj_noun,answers-20111101180811AAZtKpz_ans-0016,en
injured white bird,adj_noun,answers-20111108085945AAgJhOG_ans-0001,en
good b photography,adj_noun,answers-20111108080100AAJHNUK_ans-0001,en
smooth crisp black editing,adj_noun,answers-20111108080100AAJHNUK_ans-0002,en
cheapest plastic surgeon,adj_noun,answers-20111108105400AASqPIh_ans-0001,en
cheapest plastic surgeon,adj_noun,answers-20111108105400AASqPIh_ans-0015,en
better nutritional value,adj_noun,answers-20111108110044AA4rs9f_ans-0010,en
several close encounter,adj_noun,answers-20111108094831AAnOjgr_ans-0015,en
live carribean sand,adj_noun,answers-20111108103158AARnMLC_ans-0002,en
new fish tank,adj_noun,answers-20111108103211AA4XhnU_ans-0001,en
newer semi-automatic wang,adj_noun,answers-20111108090913AAf83Jh_ans-0019,en
canadian wireless company,adj_noun,answers-20111108103333AA3eSCk_ans-0008,en
next few year,adj_noun,answers-20111107233110AAmgsVx_ans-0004,en
cuddly loving tame bird,adj_noun,answers-20111108071852AAxbh5F_ans-0013,en
3d orthographic view,adj_noun,answers-20111108065707AAj7DaH_ans-0010,en
many small detail,adj_noun,answers-20111108065707AAj7DaH_ans-0013,en
own natural rock,adj_noun,answers-20111108111010AASEk0S_ans-0009,en
fabulous french toast,adj_noun,answers-20111106215236AAycANO_ans-0009,en
international maritime treaty,adj_noun,answers-20111107193815AAhaJjy_ans-0005,en
delicious fresh lunch,adj_noun,answers-20111108101300AAIAKXN_ans-0019,en
older dirtier type,adj_noun,answers-20111106144630AAadR8l_ans-0007,en
proper french manners,adj_noun,answers-20111108084416AAoPgBv_ans-0012,en
numerous other form,adj_noun,answers-20111108101024AANYJpw_ans-0006,en
old female calico,adj_noun,answers-20111108105029AARU1Lf_ans-0002,en
possible renal failure,adj_noun,answers-20111108105029AARU1Lf_ans-0016,en
great cultural change,adj_noun,answers-20111108073322AA27tkh_ans-0003,en
early nineteenth century,adj_noun,answers-20111108073322AA27tkh_ans-0010,en
few iconic work,adj_noun,answers-20111108073322AA27tkh_ans-0011,en
rec. white gene,adj_noun,answers-20111108092029AAsHTYP_ans-0014,en
many distracting element,adj_noun,answers-20111108090616AAv6fpU_ans-0011,en
lower right corner,adj_noun,answers-20111108090616AAv6fpU_ans-0015,en
few great shot,adj_noun,answers-20111108090616AAv6fpU_ans-0021,en
only notable difference,adj_noun,answers-20111107144339AA0qw5S_ans-0009,en
old scratchy silent film,adj_noun,answers-20111108102810AAfCh1W_ans-0014,en
big open trailer,adj_noun,answers-20111108090524AAofoXT_ans-0013,en
several different leg,adj_noun,answers-20111108083754AAEw5Xc_ans-0022,en
large asian presence,adj_noun,answers-20111104175256AAL21Ha_ans-0003,en
fewer social benefit,adj_noun,answers-20111104175256AAL21Ha_ans-0016,en
american cultural influence,adj_noun,answers-20111104175256AAL21Ha_ans-0019,en
larger black population,adj_noun,answers-20111104175256AAL21Ha_ans-0020,en
gay black male,adj_noun,answers-20111108091938AAmE8Tv_ans-0002,en
satisfactory financial history,adj_noun,answers-20111108091938AAmE8Tv_ans-0020,en
large outstanding debt,adj_noun,answers-20111108091938AAmE8Tv_ans-0020,en
nice clean hotel,adj_noun,answers-20111108064026AA86V9T_ans-0015,en
more fun activity,adj_noun,answers-20111107155912AAS93e5_ans-0006,en
huge unknown house,adj_noun,answers-20111108105749AABv7vx_ans-0013,en
old german shepherd,adj_noun,answers-20111108111031AARG57j_ans-0001,en
major bad behavior,adj_noun,answers-20111108111031AARG57j_ans-0001,en
old male german shepherd,adj_noun,answers-20111108111031AARG57j_ans-0002,en
other major problem,adj_noun,answers-20111108111031AARG57j_ans-0005,en
old german shepherd,adj_noun,answers-20111108111031AARG57j_ans-0013,en
next few week,adj_noun,answers-20111108111312AAq4ETn_ans-0016,en
many lazy people,adj_noun,answers-20111107211742AAHZaPe_ans-0047,en
baby eastern snake,adj_noun,answers-20111108105629AAiZUDY_ans-0002,en
old male cat,adj_noun,answers-20111108110329AAxl1pb_ans-0004,en
new old female kitten,adj_noun,answers-20111108110329AAxl1pb_ans-0004,en
own small territory,adj_noun,answers-20111108110329AAxl1pb_ans-0014,en
huge military disaster,adj_noun,answers-20111107092617AAgKm4X_ans-0025,en
psycholical well being,adj_noun,answers-20111108110012AAK8Azy_ans-0003,en
clean smooth beak,adj_noun,answers-20111108092643AAXe4lD_ans-0030,en
cold wet morning,adj_noun,answers-20111107175720AAlb2TB_ans-0028,en
lovely warm sunny afternoon,adj_noun,answers-20111107175720AAlb2TB_ans-0028,en
most rural place,adj_noun,answers-20111107175720AAlb2TB_ans-0035,en
few sunny day,adj_noun,answers-20111107175720AAlb2TB_ans-0039,en
largest golden wonder,adj_noun,answers-20111108105520AA73Axw_ans-0013,en
treated seasoned water,adj_noun,answers-20111108105520AA73Axw_ans-0023,en
imposing animated character,adj_noun,answers-20111108065616AAKtL2c_ans-0017,en
many nice option,adj_noun,answers-20111108065616AAKtL2c_ans-0028,en
many good option,adj_noun,answers-20111108065616AAKtL2c_ans-0029,en
many such facility,adj_noun,answers-20111108065616AAKtL2c_ans-0033,en
many such nice facility,adj_noun,answers-20111108065616AAKtL2c_ans-0037,en
many online site,adj_noun,answers-20111108065616AAKtL2c_ans-0040,en
small magnetic whiteboard,adj_noun,answers-20111108065616AAKtL2c_ans-0051,en
tight long hug,adj_noun,answers-20111108091921AAaLK4e_ans-0009,en
right front hoof,adj_noun,answers-20111108091921AAaLK4e_ans-0061,en
possible nerve damage,adj_noun,answers-20111108104724AAuBUR7_ans-0007,en
only neurological sign,adj_noun,answers-20111108104724AAuBUR7_ans-0014,en
neurological physical exam,adj_noun,answers-20111108104724AAuBUR7_ans-0017,en
qualified medical treatment,adj_noun,answers-20111108104724AAuBUR7_ans-0063,en
big long trotter,adj_noun,answers-20111108104724AAuBUR7_ans-0078,en
great big trotter,adj_noun,answers-20111108104724AAuBUR7_ans-0080,en
rude insensitive discourteous people,adj_noun,reviews-160442-0004,en
possible legal angle,adj_noun,reviews-068009-0003,en
prompt clean window,adj_noun,reviews-348247-0003,en
hard economic time,adj_noun,reviews-159485-0001,en
great graphic work,adj_noun,reviews-337971-0001,en
best chineese food,adj_noun,reviews-266591-0001,en
last few night,adj_noun,reviews-038358-0002,en
slowest unfriendly sstaff,adj_noun,reviews-358702-0001,en
affordable traditional photo,adj_noun,reviews-201156-0003,en
great out night,adj_noun,reviews-154658-0001,en
other small task,adj_noun,reviews-083454-0002,en
flavorful enjoyable meal,adj_noun,reviews-366586-0006,en
anywere else local,noun_adj,reviews-100592-0004,en
many fond memory,adj_noun,reviews-291046-0005,en
same old stuff,adj_noun,reviews-029230-0003,en
simple electrical re-wiring,adj_noun,reviews-332105-0001,en
overall great guy,adj_noun,reviews-332105-0003,en
many other palce,adj_noun,reviews-109263-0003,en
next few month,adj_noun,reviews-109263-0005,en
many antique fixture,adj_noun,reviews-017235-0004,en
best chinese restaurant,adj_noun,reviews-009970-0001,en
best chinese food,adj_noun,reviews-009970-0002,en
authentic mexican food,adj_noun,reviews-010450-0001,en
many wonderful great place,adj_noun,reviews-150192-0001,en
tricky short guy,adj_noun,reviews-268673-0001,en
only bad one,adj_noun,reviews-031113-0003,en
calm loving atmosphere,adj_noun,reviews-119026-0001,en
cozy little spot,adj_noun,reviews-305187-0002,en
old yellow lab,adj_noun,reviews-105518-0002,en
worst rental agency,adj_noun,reviews-311138-0002,en
disgusting french fries,adj_noun,reviews-068436-0006,en
few horrendous experience,adj_noun,reviews-035899-0005,en
cheap chinese food,adj_noun,reviews-164580-0001,en
amazing new place,adj_noun,reviews-274106-0003,en
excellent special roll,adj_noun,reviews-326439-0010,en
many european cafe,adj_noun,reviews-057386-0006,en
new italian kid,adj_noun,reviews-135010-0001,en
satisfied new customer,adj_noun,reviews-364454-0001,en
satisfied new customer,adj_noun,reviews-364454-0002,en
tall bloody mary,adj_noun,reviews-235576-0003,en
bella sicilian culture,adj_noun,reviews-042012-0005,en
many local business,adj_noun,reviews-272836-0004,en
many good reviews,adj_noun,reviews-081934-0004,en
flashy fancy food,adj_noun,reviews-090136-0002,en
few exquisite ingredient,adj_noun,reviews-090136-0003,en
authentic cuban cuisine,adj_noun,reviews-280340-0005,en
enough good thing,adj_noun,reviews-071278-0002,en
little padded pyramid,adj_noun,reviews-229623-0002,en
common continental affair,adj_noun,reviews-299148-0003,en
most cheap hotel,adj_noun,reviews-299148-0003,en
huge indian population,adj_noun,reviews-342807-0002,en
authentic jamaican food,adj_noun,reviews-342807-0005,en
distinguished upscale place,adj_noun,reviews-077298-0003,en
great honest service,adj_noun,reviews-071518-0001,en
other experienced vet,adj_noun,reviews-365154-0009,en
quaint lovely small salon,adj_noun,reviews-156460-0005,en
great first experience,adj_noun,reviews-385281-0001,en
friendly back atmosphere,adj_noun,reviews-385281-0005,en
real asian restaurant,adj_noun,reviews-351058-0006,en
few different business,adj_noun,reviews-190256-0003,en
largest single area,adj_noun,reviews-047184-0003,en
few appetizing option,adj_noun,reviews-085980-0004,en
yummy fresh parisian croissant,adj_noun,reviews-399348-0004,en
easy professional repair,adj_noun,reviews-295288-0007,en
adorable little store,adj_noun,reviews-034501-0005,en
safe viable community,adj_noun,reviews-263870-0007,en
many other irate guest,adj_noun,reviews-263630-0005,en
good high school,adj_noun,reviews-225632-0001,en
best little motel,adj_noun,reviews-292841-0001,en
fabulous little motel,adj_noun,reviews-292841-0002,en
other medical test,adj_noun,reviews-207629-0003,en
clean friendly staff,adj_noun,reviews-331662-0001,en
plain vanilla cake,adj_noun,reviews-283041-0002,en
fantastic beautiful cake,adj_noun,reviews-283041-0002,en
many other idea,adj_noun,reviews-377347-0004,en
large yellow bag,adj_noun,reviews-361545-0004,en
nice local pub,adj_noun,reviews-231203-0010,en
true visual experience,adj_noun,reviews-020992-0005,en
professional friendly diligent medical service,adj_noun,reviews-288100-0006,en
trashy rude people,adj_noun,reviews-363873-0007,en
good few minute,adj_noun,reviews-162422-0004,en
pure delicious extract,adj_noun,reviews-018548-0007,en
other rear tire,adj_noun,reviews-008585-0008,en
local pleasant hood,adj_noun,reviews-330966-0003,en
non-violent domestic fight,adj_noun,reviews-330966-0004,en
single female traveller,adj_noun,reviews-330966-0007,en
such horrible relation,adj_noun,reviews-269560-0007,en
many pleasant surprise,adj_noun,reviews-376320-0006,en
same great food,adj_noun,reviews-110441-0007,en
next big thing,adj_noun,reviews-278775-0005,en
many unusual thing,adj_noun,reviews-342811-0013,en
worst chinese food,adj_noun,reviews-235423-0002,en
sketchy sporadic time,adj_noun,reviews-036133-0001,en
other chinese restaurant,adj_noun,reviews-160073-0005,en
bicuspid aortic valve,adj_noun,reviews-148971-0003,en
critical aortic stenosis,adj_noun,reviews-148971-0003,en
below bad experience,adj_noun,reviews-290594-0001,en
weird dated combo,adj_noun,reviews-363685-0027,en
fine little restaurant,adj_noun,reviews-053248-0003,en
juicy crispy delicacy,adj_noun,reviews-053248-0012,en
many golden review,adj_noun,reviews-053248-0019,en
decent little expensive experience,adj_noun,reviews-053248-0019,en
same empty table,adj_noun,reviews-053248-0022,en
other rear tire,adj_noun,reviews-319816-0018,en
