phrase,order,sentence_id,language
октябрьский железный дорога,adj_noun,train-s3509,ru
государственный водный реестр,adj_noun,train-s3511,ru
окский бассейновый округ,adj_noun,train-s3511,ru
лучший учебный заведение,adj_noun,train-s3514,ru
третий народный концертный цикл,adj_noun,train-s3516,ru
новый солнечный электростанция,adj_noun,train-s3525,ru
первый чеченский война,adj_noun,train-s3550,ru
некоммерческий образовательный организация,adj_noun,train-s3553,ru
реальный филогенетический отношение,adj_noun,train-s3554,ru
другой временной зона,adj_noun,train-s3563,ru
первый короткометражный фильм,adj_noun,train-s3570,ru
национальный книжный совет,adj_noun,train-s3571,ru
ибероамериканский поэтический премия,adj_noun,train-s3571,ru
родной дальневосточный земля,adj_noun,train-s3572,ru
крупный финансовый учреждение,adj_noun,train-s3575,ru
средний процентный ставка,adj_noun,train-s3575,ru
важный культурный ценность,adj_noun,train-s3581,ru
первый вражеский самолет,adj_noun,train-s3583,ru
самый серьезный образ,adj_noun,train-s3586,ru
канадский вооруженный сила,adj_noun,train-s3610,ru
московский государственный строительный университет,adj_noun,train-s3622,ru
влиятельный межигорский монастырь,adj_noun,train-s3629,ru
актуальный политический процесс,adj_noun,train-s3636,ru
государственный медицинский миссия,adj_noun,train-s3643,ru
украинский галицкий армия,adj_noun,train-s3643,ru
беспилотный спускаемый аппарат,adj_noun,train-s3665,ru
австралийский национальный университет,adj_noun,train-s3669,ru
суданский социалистический союз,adj_noun,train-s3672,ru
матрилатеральный кросскузенный брак,adj_noun,train-s3674,ru
летний олимпийский игра,adj_noun,train-s3680,ru
великий отечественный война,adj_noun,train-s3681,ru
ручной автоматический коробка,adj_noun,train-s3705,ru
деревянный церковный сооружение,adj_noun,train-s3712,ru
германский демократический республика,adj_noun,train-s3719,ru
малый половой губа,adj_noun,train-s3723,ru
другой республиканский орган,adj_noun,train-s3726,ru
вязгинский сельский поселение,adj_noun,train-s3729,ru
сильный половой возбуждение,adj_noun,train-s3734,ru
русский православный церковь,adj_noun,train-s3745,ru
местный исторический значение,adj_noun,train-s3747,ru
новый концертный исполнение,adj_noun,train-s3750,ru
торговый волжский путь,adj_noun,train-s3752,ru
киевский государственный институт,adj_noun,train-s3754,ru
верхний куйбышевский водохранилище,adj_noun,train-s3756,ru
глобальный философский вопрос,adj_noun,train-s3761,ru
стремительный карьерный взлет,adj_noun,train-s3766,ru
главный кавказский хребет,adj_noun,train-s3779,ru
первый документальный упоминание,adj_noun,train-s3784,ru
современный демократический государство,adj_noun,train-s3791,ru
большой депрессивный расстройство,adj_noun,train-s3793,ru
травковский сельский поселение,adj_noun,train-s3797,ru
великий отечественный война,adj_noun,train-s3801,ru
поразительный целебный свойство,adj_noun,train-s3805,ru
новый рабочий место,adj_noun,train-s3820,ru
начальный разовый доза,adj_noun,train-s3821,ru
максимальный полезный работа,adj_noun,train-s3830,ru
молодой общительный человек,adj_noun,train-s3834,ru
современный мобильный телефон,adj_noun,train-s3834,ru
новый интересный место,adj_noun,train-s3834,ru
новый общий каталог,adj_noun,train-s3841,ru
тонкий дневной аромат,adj_noun,train-s3844,ru
старый административный деление,adj_noun,train-s3849,ru
